BaseMean,BaseStd,MixParams,elmc__n_out,elmc__C,elmc__activation
0.535,0.1558043645088288,0.2,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.4,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.30000000000000004,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.29999999999999993,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,-0.29999999999999993,450,0.5,sigmoid
0.535,0.1558043645088288,0.4,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,-0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,-0.5,450,0.5,sigmoid
0.535,0.1558043645088288,-0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.5,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.2,450,0.5,sigmoid
0.535,0.1558043645088288,-0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.3,450,0.5,sigmoid
0.535,0.1558043645088288,-0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.2,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.2,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.2,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.29999999999999993,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.29999999999999993,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000003,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.2,450,0.5,sigmoid
0.535,0.1558043645088288,-0.5,450,0.5,sigmoid
0.535,0.1558043645088288,-0.4,450,0.5,sigmoid
0.535,0.1558043645088288,-0.29999999999999993,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,-0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,-0.30000000000000004,450,0.5,sigmoid
0.535,0.1558043645088288,0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,-0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.30000000000000004,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,0.10000000000000009,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,-0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.09999999999999998,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.3,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.0,450,0.5,sigmoid
0.535,0.1558043645088288,0.39999999999999997,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,-0.20000000000000007,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
0.535,0.1558043645088288,0.19999999999999996,450,0.5,sigmoid
