BaseMean,BaseStd,MixParams,logisticregression__C,logisticregression__fit_intercept
0.5499999999999999,0.14317821063276354,0.10000000000000009,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.10000000000000009,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.10000000000000009,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.2,0.03125,False
0.5499999999999999,0.14317821063276354,0.2,0.03125,False
0.5499999999999999,0.14317821063276354,0.2,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000003,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.29999999999999993,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.29999999999999993,0.03125,False
0.5499999999999999,0.14317821063276354,-0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.19999999999999996,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.20000000000000007,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.29999999999999993,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,-0.10000000000000009,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.09999999999999998,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
0.5499999999999999,0.14317821063276354,0.0,0.03125,False
