BaseMean,BaseStd,SMA,EMA,ATR,ADX,CCI,ROC,RSI,WillR,StochK,StochD,P1,P2,M1,M2,S1,S2,logisticregression__C,logisticregression__fit_intercept
0.5499999999999999,0.1532970971675589,0.0,0.0,0.19999999999999996,-0.10000000000000009,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.0,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,-0.10000000000000009,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.10000000000000009,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.19999999999999996,0.0,0.0,0.09999999999999998,-0.10000000000000009,0.29999999999999993,0.29999999999999993,-0.10000000000000009,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.29999999999999993,0.09999999999999998,0.19999999999999996,0.0,0.19999999999999996,0.09999999999999998,0.0,0.29999999999999993,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.0,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0.29999999999999993,-0.10000000000000009,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,-0.10000000000000009,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.29999999999999993,-0.10000000000000009,0.19999999999999996,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,-0.10000000000000009,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.29999999999999993,0.0,-0.10000000000000009,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.09999999999999998,-0.10000000000000009,0.19999999999999996,0.29999999999999993,0.19999999999999996,0.19999999999999996,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.29999999999999993,0.0,-0.09999999999999998,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,-0.09999999999999998,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,0.0,0.0,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,-0.09999999999999998,0.0,-0.09999999999999998,-0.29999999999999993,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,0.0,0.0,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,-0.19999999999999996,0.0,0.0,-0.29999999999999993,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,-0.29999999999999993,0.0,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.0,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,-0.29999999999999993,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29999999999999993,0.0,0.0,0.0,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,-0.09999999999999998,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,0.0,0.0,-0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.29999999999999993,0.0,0.0,-0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.09999999999999998,0.0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.0,0.19999999999999996,0.09999999999999998,0.0,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.0,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.0,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.0,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.0,0.09999999999999998,0.0,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.09999999999999998,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.19999999999999996,0.09999999999999998,0.0,0.0,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.0,-0.10000000000000009,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.09999999999999998,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.0,0.19999999999999996,-0.10000000000000009,-0.10000000000000009,0.0,0.19999999999999996,0.0,0.19999999999999996,0.19999999999999996,0.0,0.0,0.19999999999999996,0.09999999999999998,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.19999999999999996,0.0,0.09999999999999998,0.0,0.09999999999999998,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.19999999999999996,-0.10000000000000009,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.0,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,-0.20000000000000007,0.0,0.0,0.0,0.19999999999999996,0.09999999999999998,0.19999999999999996,-0.10000000000000009,0.0,0.09999999999999998,0.0,0.0,0.19999999999999996,-0.10000000000000009,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,0.09999999999999998,0.09999999999999998,-0.10000000000000009,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,-0.10000000000000009,0.19999999999999996,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0,0.19999999999999996,32,True
0.5499999999999999,0.1532970971675589,-0.20000000000000007,0.0,0.19999999999999996,0.0,0.0,0.09999999999999998,0.19999999999999996,0.0,0.09999999999999998,0.19999999999999996,0.0,0.0,0.19999999999999996,-0.10000000000000009,0.09999999999999998,0.19999999999999996,32,True
